179,8.91983619505331,50.3129763358722
82,126.84803750566,19.6558232699409
42,45.155516673819,31.6855482078581
79,148.764017446904,7.80624961151041
159,7.31432517843182,21.7574658444709
99,125.752552177742,39.3349528248421
102,97.5452653335926,14.4225535222157
19,87.8065413976793,23.0163073412332
22,56.1768259538696,24.1574961981572
122,2.81302589236044,32.8088046018671
142,159.246739494389,21.9353851589815
62,42.8036500173815,28.4362955964049
162,77.8634160635182,35.6954705204246
59,174.814007394357,40.780987123237
119,36.2254761356068,14.5403593761578
2,24.6628110826717,20.8726631082188
139,114.810371475207,14.5628130781254
39,87.6811648362242,19.860644449823
